text,amount,category,payment_method,payment_provider,bank_account,text_source
"gas bill ka recharge kiya hai 1284 ka, card pe",1284,investment,card,,,hinglish
Dominos 2305 wala order PayTM se kiya,2305,food,upi,paytm,,english
Auto-pay for mutual fund SIP 21677 via Amazon Pay,21677,investment,upi,amazonpay,,ocr_receipt
checkup pe 12072 udhar diye cash se,12072,healthcare,cash,,,hinglish
Pizza Hut ka bill 224 paytm se clear kiya,nan,food,upi,None,,voice
Spent 14153.60 on a quick Ajio order with bhim,14153.60,shopping,upi,bhim,,english
Mastercard se rent ko 2441 transfer kiya,2441,utilities,card,,,hinglish
Uber se 13945 ka recharge karaya.,13945,travel,unknown,,,english
cash used for course 38607.41,38607.41,education,cash,,,english
mutual fund SIP ko 45575 transfer kiya MobiKwik ke through,45575,investment,upi,mobikwik,,hinglish
FD ke liye 599 ka kharcha bhim se,599,investment,upi,bhim,,voice
Paid 2145 for food court using Phone Pe from Kotak,2145,food,upi,None,kotak,ocr_receipt
books ke liye 6899 cash se,6899,education,cash,,,english
Paid 15571 for my crypto investment.,15571,investment,unknown,,,english
EMI installment 31881.13 through Mastercard,31881.13,emi,card,,,ocr_receipt
INOX pe 1371.22 lagaye for prime membership using credit card,1371.22,entertainment,card,,,hinglish
aaj mobile recharge ka bill gaya 1314 cred se,1314,utilities,upi,cred,,voice
Spotify premium 687.45 auto-debit cash,687.45,entertainment,card,,,ocr_receipt
rent 512 payment successful on CRED,512,utilities,upi,--,,ocr_receipt
Mastercard use karke car loan EMI ka 38522.40 dedo,38522.40,emi,card,,,hinglish
   PVR mein 1776 ka payment MobiKwik se  ,1776,entertainment,upi,mobikwik,,ocr_receipt
2534 spent on concert subscription amazon pay,2534,entertainment,upi,amazonpay,,ocr_receipt
DTH recharge payment of 1442 done on Paytm,1442,utilities,upi,paytm,,ocr_upi
Booked petrol pump ticket for 7634 via CRED,0,travel,upi,cred,,ocr_upi
  6814 Rapido driver ko cash diya   ,6814,travel,cash,,,hinglish
credit card se car loan EMI ka 26278 ka payment,26278,emi,card,,,ocr_receipt
4523 ki FD ki purchase mobikwik se,4523,investment,upi,mobikwik,,hinglish
personal loan EMI EMI 36694.23 deducted via PhonePe,36694.23,emi,upi,phonepe,,voice
bhai installment ka installment 13956 pay kiya Federal Bank se,13956,emi,unknown,,federal bank,voice
   Recharge for wifi bill 3907 via cash   ,,utilities,cash,,,ocr_receipt
Payment of 9543 to Cleartrip successful on Visa,9543,travel,CARD,,,ocr_upi
PharmEasy pe 8638.59 ka payment Fi card se,8638.59,healthcare,card,,fi,hinglish
  Recharged Zomato Gold for 931.07 on MobiKwik  ,931.07,education,upi,mobikwik,,english
crypto auto debit of 12061 successful on mobikwik,1234567,investment,upi,NA,,ocr_upi
i paid exam fee 22459 from HDFC Bank using gpay,22459,education,Upi,gpay,hdfc,voice
27382 spent on Coursera using cash,27382,education,cash,,,english
Sent 6920 for installment to Bandhan Bank via Visa,6920,emi,card,,bandhan,english
FirstCry shopping: 24886 paid with cred,24886,shopping,upi,cred,,ocr_upi
recurring deposit purchase of 20143 via Amazon Pay,20143,food,upi,amazonpay,,ocr_receipt
22153.79 for education loan EMI through PhonePe,22153.79,emi,upi,phonepe,,english
"Udemy ko 49538 bheje, cash diya",49538,education,cash,,,hinglish
FD account mein 25785 daale from HDFC Bank,25785,investment,unknown,,hdfc,hinglish
tuition ke liye 33538 pay kiye card se,33538,education,card,,,hinglish
Paid 24293 towards mutual fund SIP with cash,24293,investment,cash,,,ocr_receipt
10284.36 spent on petrol pump using debit card,10284.36,utilities,card,,,voice
None,11907.16,healthcare,cash,,,hinglish
   35796.84 invested in gold today.  ,35796.84,investment,unknown,,,english
wifi bill recharge of 1249 with card,1249,utilities,card,,,english
merchant ne 5409 liya cash mein for checkup,5409,healthcare,cash,,,voice
KFC order for 397.57 using CRED,397.57,food,upi,cred,,english
Yatra 1696.31 paid by bhim from Bandhan,1696.31,travel,upi,bhim,bandhan,ocr_receipt
"   Bhai, education loan EMI ka 19124.37 de diya cash se   ",19124.37,emi,cash,,,hinglish
Visa se installment ke 39967 pay kiye,39967,emi,card,,,hinglish
Paid 4484 for broadband through Google Pay,4484,utilities,upi,gpay,,english
Invested 4593 in FD using amazon pay.,4593,investment,upi,amazonpay,,english
credit card EMI ki installment 33429 de di credit card se,33429,emi,card,,,english
aaj crypto ka SIP 29434.39 pay kiya cred se,29434.39,investment,upi,cred,,voice
aaj personal loan EMI ka 19506 bheja Google Pay kar ke,19506,emi,upi,gpay,,voice
recurring deposit ka payment 16302 de diya cash se,16302,investment,cash,,,hinglish
Sent 4749.76 for maintenance by amazon pay from Kotak,4749.76,utilities,upi,amazonpay,kotak,english
"   13158 gaye Tata CLiQ pe, Mobikwik se settle kiya   ",13158,shopping,upi,mobikwik,,hinglish
null,22379.04,investment,unknown,,,hinglish
main ne Spotify ke liye 352 spend kiye CRED se,352,entertainment,UPI,cred,,voice
1022.47 for medicines at doctor cash payment.,1022.47,healthcare,cash,,,english
8693.33 sip in recurring deposit through HDFC.,8693.33,investment,Unknown,,hdfc,english
mobile recharge ka 630 ka bill auto-debit ho gaya Mobikwik se,630,utilities,upi,mobikwik,,hinglish
broadband 3913 paid through Mobikwik from Slice,3913,utilities,upi,mobikwik,slice,voice
Auto-payment for gold of 19490 from .,19490,investment,unknown,,,english
"Bhai, Meesho se 20329 ka saman liya cash diya",20329,shopping,cash,,,hinglish
Airtel recharge pe 3482 spend kiya using CRED,3482,utilities,upi,cred,,hinglish
maintenance recharge for 2201.65 using PhonePe from,2201.65,utilities,upi,phonepe,,ocr_upi
Coursera subscription renew kiya 27893 ka,27893,education,unknown,,,hinglish
Payment to canteen for 1512 using Google Pay,1512,food,upi,gpay,,ocr_upi
"Split the hotel cost with roommate, my part 3532 Amazon Pay",3532,friends,upi,amazonpay,,english
"  flatmate ke liye book mangaayi, 6216 advance diya  ",6216,friends,unknown,,,hinglish
checkup consultation fee 6688.45 Mastercard pe.,6688.45,healthcare,Card,,,english
"Coffee on me, roommate ko 7053 pay kiya",7053,friends,unknown,,,hinglish
25328 spent on Nykaa via Amazon Pay,25328,shopping,upi,amazonpay,,ocr_upi
PVR ke live concert ke liye 946 pay kiye Google Pay se,946,entertainment,upi,gpay,,hinglish
books 52023.77 UPI paytm,52023.77,education,upi,paytm,,ocr_receipt
"Lunch at Haldirams for 123, paid by cash",123,food,cash,,,hinglish
Sent 1078 for electricity bill by CRED from Bandhan Bank,1078,utilities,upi,cred,bandhan,english
Zomato Gold ke live concert ke liye 1830.42 pay kiye cash se,1830.42,entertainment,cash,,,hinglish
MedPlus ka 24421 ka bill Slice ke card se pay,24421,healthcare,card,,slice,hinglish
  Haldirams bill 1627 paid with bhim   ,1627,food,upi,bhim,,ocr_receipt
"28029.69 for Lenskart order, payment cash se hui",28029.69,shopping,cash,,,hinglish
i bought from Nykaa for 10776 with gpay,10776,shopping,upi,gpay,,voice
Auto debit for car loan EMI of 4398 from,4398,emi,card,,,english
coaching course ke liye 47352.12 amazon pay kiya,47352.12,education,upi,amazonpay,,voice
EMI ka bill 6185 clear kiya debit card ke through,6185,emi,card,,,voice
BookMyShow pe 1259.50 ka payment Visa se kar diya,1259.50,entertainment,card,,,voice
20860 doctor pe kharch hua cred se,20860,healthcare,upi,cred,,hinglish
Topped up PPF with 13592.64 using AmazonPay.,13592.64,investment,upi,amazonpay,,english
   rent ke liye 2320.67 ka payment on amazon pay  ,2320.67,utilities,upi,amazonpay,,ocr_upi
Investment in sovereign gold bond for 6961.98 from Canara Bank,6961.98,investment,unknown,,canara,ocr_upi
   Steam subscription 173 dedo using cash   ,173,entertainment,cash,,,voice
electricity bill ka bill pay kiya 3229 amazon pay se,3229,utilities,upi,amazonpay,,hinglish
Cash 832 for Steam,832,entertainment,cash,,,english
doctor pe 20291.57 udhar diye GPay se,20291.57,healthcare,upi,gpay,,hinglish
MedPlus pe 4507 ka payment Federal Bank card se,4507,healthcare,card,,federal bank,hinglish
Paid 3923 for PPF from IDFC via cash,3923,investment,cash,,idfc,ocr_receipt
Ordered biryani from Zepto 344 paid by cash,344,food,cash,,,english
exam fee material 57141 through paytm,57141,education,upi,paytm,,english
PPF mein 24369.49 add kiya BHIM se,24369.49,investment,upi,bhim,,hinglish
Monthly bike loan EMI 26637 paid by bhim,26637,emi,upi,bhim,,english
installment ka 27499.66 transfer Mastercard se ho gaya,27499.66,emi,card,,,voice
Behrouz order for 1703 using cash,1703,food,cash,,,english
  electricity bill recharge of 806 done via Visa  ,806,utilities,card,,,voice
Lunch at Subway for 1515 paid by Amazon Pay,1515,food,upi,amazonpay,,english
Yatra ke liye 9796.76 ka payment cash se,9796.76,travel,cash,,,ocr_upi
maine mall pe 17850 spend kiye cash ke through,17850,shopping,cash,,,voice
833 ka rent payment done via amazon pay,833,utilities,upi,amazonpay,,hinglish
Zomato Gold recharge 701 IDFC First cash,701,entertainment,cash,,idfc,ocr_upi
143 spent at Starbucks with bhim,143,food,upi,bhim,,ocr_upi
flatmate ko 5994 udhaar diya Paytm se,5994,friends,upi,paytm,,hinglish
1069 rs Biryani Blues ko diya phonepe se,1069,food,upi,phonepe,,voice
Cleartrip ka bill 4447.06 PhonePe se,4447.06,travel,upi,phonepe,,ocr_receipt
Allen coaching subscription renew kiya 30846 ka,-30846,education,unknown,,,hinglish
Payment of 1999 for brother from RBL account via Mastercard.,1999,None,card,,rbl,ocr_upi
checkup payment 6195 by PayTM,6195,healthcare,upi,paytm,,ocr_upi
Paid 808.70 at Zomato Gold with gpay,808.70,entertainment,upi,gpay,,english
main 2431 wifi bill ka bill bhara,2431,utilities,unknown,,,voice
Amazon Pay payment of 914 to Starbucks successful,914,food,upi,amazonpay,,ocr_upi
"4840.91 gaye Lenskart pe, Amazon Pay se settle kiya",4840.91,shopping,upi,amazonpay,,hinglish
4090.30 ka mobile recharge payment done via cred,4090.30,utilities,Upi,cred,,hinglish
bhai EMI ka installment 15762.98 pay kiya se,15762.98,emi,unknown,,,voice
aaj Neha ne 5705.80 phonepe kiya wapas,5705.80,friends,upi,phonepe,,voice
  lab test ke liye 21907 advance diya PhonePe pe   ,21907,--,Upi,phonepe,,hinglish
"991.10 rupee Burger King ke liye nikle, bhim use kiya",991.10,food,upi,,,hinglish
"Subway pe khana 1167, UPI Paytm",1167,food,upi,paytm,,english
4246 for medicines at physio cash payment.,4246,healthcare,cash,,,english
paid 5915.62 for Rapido via cash upi,5915.62,travel,cash,,,voice
Indian Oil 10663 paid by cash from Fi,10663,travel,cash,,fi,ocr_receipt
Hotstar subscription 946 cash,946,entertainment,CASH,,,ocr_upi
mall pe shopping kiye 7867 gpay se,nan,shopping,upi,gpay,,hinglish
Rapido ke liye 5766.79 MobiKwik se diya,5766.79,travel,Upi,mobikwik,,hinglish
sovereign gold bond pe 1927 lagaya yaar,1927,investment,unknown,,,hinglish
main 1094 broadband ka bill bhara,1094,utilities,unknown,,,voice
Paid 1619 to Haldirams via BHIM from PNB,1619,food,upi,bhim,pnb,english
tuition ke liye 53430 cash se,53430,education,cash,,,english
Goibibo se 3172 ka bill cash se clear,3172,travel,cash,,,ocr_upi
Paid 3531 to water bill from Canara using bhim,3531,utilities,upi,bhim,canara,ocr_receipt
   Paid 5619 to Karan from Indusind Bank.   ,5619,friends,unknown,,indusind,ocr_upi
20655 ki mutual fund SIP ki purchase cash se,20655,NA,cash,,,hinglish
   Paid 1733.32 to JioCinema via credit card  ,1733.32,entertainment,card,,,ocr_receipt
"Myntra shopping, 9375 by MobiKwik",9375,shopping,upi,mobikwik,,english
"  Ajio ka order 7773 mein, paid by cash ",7773,shopping,cash,,,hinglish
HP petrol se 14618 ka recharge debit card kiya,14618,NA,card,,,ocr_receipt
bhai Sneha ko cash diya 8118.85 wapas,8118.85,friends,cash,,,voice
FD mein 49844 ka order Phone Pe se,49844,investment,upi,phonepe,,voice
Udemy subscription renew 31764.57 Paytm,31764.57,education,upi,paytm,,voice
FD ke liye 11962 invest kiya bhai,11962,investment,unknown,,,hinglish
Ordered biryani from Zepto 1712.48 paid by cash,1712.48,food,cash,,,english
55673 deducted for Allen coaching subscription on debit card.,55673,education,card,,,ocr_upi
"28311 gaye Zara pe, cash se settle kiya",28311,shopping,cash,,,hinglish
5405.22 paid to Priya on Mobikwik.,5405.22,friends,upi,mobikwik,,ocr_upi
Medical supplies from eye clinic 10554.87 via phonepe.,10554.87,healthcare,upi,phonepe,,english
Swiggy ka khana 1035 ka pay se payment hua,1035,food,unknown,,,voice
MobiKwik se FirstCry ko 21824 ka payment,21824,shopping,upi,mobikwik,,ocr_upi
Reliance Digital purchase of 12823 using GPay,12823,shopping,upi,gpay,,ocr_receipt
7429.52 invested in PPF through Federal Bank,7429.52,investment,unknown,,federal bank,ocr_upi
aaj coaching ko 57011 bheja Mastercard ke through,None,education,card,,,voice
Angel One purchase of 15748 using cash,-15748,investment,cash,,,ocr_upi
Netmeds pe 2569.01 udhar diye cash se,2569.01,healthcare,cash,,,hinglish
7647 sip in NPS through Bandhan Bank.,7647,investment,unknown,,bandhan,english
Paid 5967 to Arjun using credit card.,5967,education,card,,,ocr_upi
Pizza Hut food delivery 1443 on Google Pay,1443,food,upi,gpay,,english
Deducted 8136 for HP petrol booking.,8136,travel,unknown,,,english
"Dinner at Blinkit 1472 rupees, phonepe",1472,food,upi,phonepe,,english
debit card se INOX ko 2261 ka payment,2261,entertainment,card,,,ocr_upi
paid credit card EMI of 19586 by Mastercard,19586,emi,card,,,voice
coaching course fee 52652 transferred via cash,52652,education,cash,,,voice
  Charged 29970 to Reliance Digital from Jupiter account using debit card   ,29970,education,card,,jupiter,english
Netmeds ko 14861 diya Mobikwik se,14861,healthcare,upi,mobikwik,,hinglish
Spent 405.27 on food from food court with Visa,405.27,food,card,,,english
3589 paid for mobile recharge through Bank of Baroda account on MobiKwik,3589,utilities,UPI,mobikwik,bob,ocr_receipt
Phone Pe se PVR ko 850.82 transfer for entertainment,850.82,entertainment,upi,phonepe,,hinglish
credit card se car loan EMI ka 36273.29 bheja,36273.29,emi,card,,,english
"Split the hotel cost with Neha, my part 4912 cash",4912,friends,cash,,,english
  Subway ko 1531.47 diya bhim se  ,1531.47,food,upi,bhim,,hinglish
"11841 auto ko diya for booking, paid via cred",11841,travel,Upi,cred,,hinglish
friend ke saath dinner ka hissa 433.19 MobiKwik kiya,433.19,friends,upi,mobikwik,,hinglish
merchant se khana mangaya 2111 ka Kotak card se payment,2111,food,Card,,kotak,voice
"   Bhai, FirstCry se 6950.74 ka saman liya cash diya   ",6950.74,shopping,cash,,,hinglish
Paid 2273 for my index fund investment.,2273,investment,unknown,,,english
Shopped at Meesho for 6010,6010,shopping,unknown,,,english
  broadband bill paid 560 using Bandhan Bank card ,560,utilities,card,,bandhan,voice
Ananya ke liye coffee 8614 pay bhim se,8614,friends,upi,bhim,,voice
Monthly EMI of 38688 paid via card,38688,emi,card,,,hinglish
Indian Oil se 8649.22 ka recharge karaya.,8649.22,travel,unknown,,,english
  Sent 1371 for maintenance by GPay from IndusInd   ,1371,utilities,UPI,gpay,indusind,english
Steam ka 297 debit card se cut gaya yaar,297,entertainment,card,,,hinglish
Paid 401 for gas bill using amazon pay,401,utilities,upi,amazonpay,,ocr_upi
Ola se 5003 ka recharge karaya.,-5003,healthcare,unknown,,,english
diagnostic center checkup fee 2410.81 HDFC Bank,2410.81,healthcare,unknown,,hdfc,ocr_receipt
MedPlus ka bill 14668 PhonePe kiya,14668,healthcare,upi,phonepe,,hinglish
3640 IndiGo ko de diye cash mein,3640,travel,Cash,,,hinglish
5269.75 for home loan EMI through Amazon Pay,5269.75,emi,upi,amazonpay,,english
SpiceJet ki cab ke 5577 Phone Pe se transfer kar diye,5577,travel,upi,phonepe,,hinglish
i paid 6023 for Uber using BHIM,6023,travel,upi,bhim,,voice
"11267 ka petrol Yatra pe bharaya, PhonePe se payment",11267,travel,UPI,phonepe,,hinglish
course ke liye 57304.44 mobikwik se,57304.44,education,upi,mobikwik,,english
8047 Karan ko diya for movie tickets via Amazon Pay,8047,friends,upi,amazonpay,,hinglish
maine Croma pe 28217 spend kiye PayTM ke through,28217,shopping,upi,paytm,,voice
PVR annual plan 2775 from Fi account,2775,entertainment,unknown,,fi,english
12953 spent on petrol pump using card,12953,travel,card,,,voice
aaj Zara order 22208.87 debit hua debit card se,22208.87,shopping,card,,,voice
paid 563.43 for Yatra via cash upi,563.43,travel,cash,,,voice
Spent 429 on food from Zepto with Paytm,429,food,upi,paytm,,english
PPF ke liye 23100.62 invest kiya bhai,23100.62,investment,unknown,,,hinglish
Bus ticket on RedBus for 7681.,7681,utilities,Unknown,,,english
  567.17 spent at KFC with GPay   ,567.17,food,Upi,gpay,,ocr_upi
paid 46340 for sovereign gold bond via AmazonPay,46340,investment,upi,amazonpay,,voice
doctor ko checkup ke 22929 cash diye,22929,healthcare,cash,,,hinglish
Quick bite Dominos 579 mobikwik,579,food,UPI,mobikwik,,ocr_receipt
Coursera coaching ka advance 21928.82 dedo,21928.82,education,unknown,,,hinglish
"Coffee on me, Arjun ko 879 pay kiya",879,friends,unknown,,,hinglish
Apollo Pharmacy ka payment 24145 Google Pay se diya,24145,healthcare,upi,NA,,hinglish
Cleared Coursera dues 22469 PhonePe,22469,None,upi,phonepe,,ocr_receipt
12947 spent on Uber using cred,12947,travel,upi,cred,,voice
paid 35239 for monthly mutual fund SIP from account,35239,healthcare,unknown,,,voice
Paid 25542 for school fees fees via BHIM from .,25542,education,upi,bhim,,ocr_upi
Paid 376 for electricity bill using cash,376,utilities,cash,,,ocr_upi
dhaba UPI payment 1220 from ICICI Bank,1220,food,unknown,,icici,ocr_upi
Recharged MedPlus app with 4200 via Mastercard.,4200,healthcare,card,,,english
Paid Udemy fees 44452 via Amazon Pay,44452,education,upi,null,,english
Flipkart - 4160 debited by PayTM,4160,shopping,upi,paytm,,ocr_upi
Recharged INOX for 2038 on cash,2038,entertainment,cash,,,english
EMI ka bill 31124 clear kiya Mobikwik ke through,31124,emi,upi,mobikwik,,voice
Karan ko 1322 bheja card se,1322,friends,card,,,ocr_receipt
NA,40092,education,cash,,,voice
